season;team_api_id;player_id;overall_rating;potential;finishing;heading_accuracy;short_passing;dribbling;sprint_speed;balance;shot_power;jumping;stamina;strength;positioning;penalties;sliding_tackle
2011/2012;9925;32318;70.0;75.0;14.0;74.0;63.0;61.5;77.0;51.0;43.0;53.5;66.0;76.0;22.0;26.0;67.0
2011/2012;9925;129819;75.0;81.0;41.0;61.5;74.0;72.5;80.5;70.0;63.0;82.0;87.5;71.0;58.0;52.0;75.0
2011/2012;9925;107132;75.5;81.0;53.0;63.0;83.0;82.0;78.5;77.0;77.0;82.0;90.0;82.0;54.0;54.0;61.0
2011/2012;9925;144996;73.5;82.5;63.0;64.0;76.5;70.0;65.0;56.5;81.5;51.0;71.0;66.5;67.0;67.5;55.0
2011/2012;9925;22929;73.5;80.0;63.0;74.0;81.5;73.0;74.0;64.0;71.0;77.5;83.0;73.0;63.0;48.0;66.5
2011/2012;9925;23574;75.0;77.0;71.5;46.0;73.5;81.0;79.5;91.5;75.5;74.0;80.0;62.0;68.0;81.5;21.0
2011/2012;9925;35905;76.0;80.0;80.0;71.0;71.0;76.0;80.5;72.0;76.0;86.0;80.0;70.0;77.0;83.0;14.0
2011/2012;9925;38614;75.0;81.0;79.0;76.0;63.0;71.0;76.5;64.0;81.0;65.0;71.0;74.0;72.0;82.0;12.0
2011/2012;8066;34213;60.0;60.5;11.0;11.0;23.0;11.0;32.0;44.0;32.0;62.0;51.0;72.0;13.0;13.0;12.0
2011/2012;8066;170356;56.0;69.0;52.0;61.0;59.0;54.0;55.0;64.0;57.0;72.0;55.0;64.0;59.0;26.0;53.0
2011/2012;8066;36287;60.0;65.0;24.0;61.0;59.0;53.0;60.0;53.0;26.0;43.0;58.0;74.0;28.0;13.0;62.0
2011/2012;8066;184449;57.5;65.5;13.0;65.0;45.5;21.0;52.0;46.0;48.0;65.0;58.0;71.0;22.0;39.0;53.5
2011/2012;8066;46337;61.0;63.0;16.0;44.0;47.0;53.0;72.0;61.0;52.0;73.0;72.0;73.0;26.0;21.0;60.0
2011/2012;8066;32659;59.5;59.5;12.0;72.0;48.0;42.0;30.0;44.0;13.0;52.0;63.5;92.0;17.0;14.0;51.0
2011/2012;8066;25416;70.0;76.0;67.5;29.0;69.0;75.0;82.0;92.0;64.0;70.0;81.0;62.0;63.0;47.0;34.0
2011/2012;8066;41896;62.0;70.0;59.0;66.0;67.0;62.0;76.0;57.0;63.0;75.0;64.0;70.0;58.0;66.0;48.0
2011/2012;8066;181255;64.5;75.5;54.0;48.0;66.5;66.0;71.5;84.0;61.0;82.0;79.0;63.0;44.0;63.0;54.0
2011/2012;8066;68400;59.0;69.5;50.5;51.0;65.5;60.5;60.5;73.0;66.0;83.0;67.0;66.5;60.0;59.5;44.5
2011/2012;8066;32827;67.5;67.5;67.0;68.0;72.0;66.0;60.0;59.0;73.0;63.0;71.5;72.0;66.5;61.0;43.0
2011/2012;8066;46023;66.0;70.5;64.5;68.0;33.0;65.0;70.5;64.0;69.5;58.0;62.5;76.5;67.0;51.0;13.0
2011/2012;9860;148483;71.0;71.5;25.0;25.0;33.0;25.0;39.0;44.0;26.0;68.0;38.0;60.5;25.0;24.0;25.0
2011/2012;9860;80262;61.5;73.0;59.5;45.5;62.0;65.5;90.0;72.5;60.5;70.0;60.0;61.0;59.5;58.0;11.0
2011/2012;9860;94467;63.0;71.0;63.0;53.0;66.0;59.5;72.0;66.0;52.0;77.0;75.0;73.0;67.0;64.0;57.5
2011/2012;9860;37307;71.0;73.0;45.0;77.0;62.0;55.0;71.0;56.0;52.0;48.0;80.0;92.0;25.0;14.0;67.0
2011/2012;9860;39223;66.5;66.5;17.0;72.5;65.0;53.0;64.0;60.5;22.0;54.0;62.0;77.5;11.0;14.0;61.0
2011/2012;9860;32891;63.0;67.0;18.0;70.0;62.5;45.5;71.0;54.0;69.5;54.5;81.5;74.5;55.0;11.0;63.5
2011/2012;9860;32681;64.0;67.0;62.0;49.0;66.0;63.0;63.0;72.5;53.0;83.0;62.0;64.0;69.0;41.0;54.0
2011/2012;9860;46359;63.0;71.0;58.0;68.0;65.5;61.0;64.0;49.0;62.0;64.0;61.0;68.0;43.0;52.0;60.0
2011/2012;9860;23317;71.5;81.0;66.0;59.0;67.0;72.5;91.0;81.0;67.0;57.0;70.0;61.0;68.0;71.0;54.0
2011/2012;9860;112297;63.0;64.0;57.0;67.0;62.5;63.0;76.0;59.0;61.0;87.0;59.0;68.0;63.5;62.0;53.0
2011/2012;9860;46716;69.0;72.0;65.0;52.0;72.0;76.0;79.0;74.0;65.0;60.0;71.0;62.0;69.0;68.0;51.0
2011/2012;9860;23117;68.5;69.5;70.0;80.0;53.0;61.0;63.5;43.0;72.5;63.0;84.0;91.0;70.5;73.0;14.0
2011/2012;8597;32713;66.5;72.5;25.0;25.0;31.0;25.0;34.0;52.0;26.0;67.0;61.0;68.0;25.0;35.0;25.0
2011/2012;8597;45587;61.0;65.0;12.0;67.0;39.0;54.0;66.0;53.0;15.0;68.0;68.0;81.0;25.0;22.0;58.0
2011/2012;8597;4939;61.5;62.0;15.0;61.0;45.0;41.0;67.0;55.0;14.0;63.0;70.0;79.0;43.0;17.0;53.5
2011/2012;8597;36547;61.0;61.0;24.0;70.0;61.0;52.0;46.0;28.0;44.0;43.0;57.0;73.0;29.5;57.0;59.0
2011/2012;8597;32694;64.0;64.0;11.0;66.5;62.5;62.0;63.0;71.0;22.0;85.0;70.0;73.0;52.0;11.0;59.5
2011/2012;8597;277234;58.5;71.0;38.0;55.0;57.0;51.0;63.5;63.0;65.0;70.0;64.0;69.0;53.5;36.0;58.5
2011/2012;8597;150260;69.0;74.5;60.5;33.0;65.0;70.5;89.0;92.0;69.5;81.0;71.0;53.0;66.5;66.0;24.0
2011/2012;8597;102777;67.0;67.0;43.0;72.0;67.0;66.0;67.0;60.0;56.0;63.0;83.0;91.0;41.0;27.0;54.0
2011/2012;8597;37774;67.0;70.0;63.0;74.0;71.5;68.0;71.0;60.0;69.0;51.0;81.0;71.0;65.5;72.0;52.0
2011/2012;8597;13917;67.0;77.0;61.0;39.0;71.0;66.0;75.0;74.0;62.0;83.0;80.0;71.0;64.0;72.0;54.0
2011/2012;8597;103888;59.0;59.0;60.0;61.0;56.0;56.0;67.0;61.0;59.0;60.0;51.0;66.0;59.0;65.0;21.0
2011/2012;8457;23141;65.0;66.0;11.0;18.0;13.0;14.0;37.0;54.0;22.0;72.0;58.0;68.0;15.0;13.0;11.0
2011/2012;8457;75348;63.0;63.0;11.0;13.0;30.0;12.0;52.0;51.0;29.0;60.0;52.0;78.0;15.0;24.0;11.0
2011/2012;8457;32968;64.0;64.0;64.0;71.0;61.0;66.0;68.0;58.0;70.0;83.0;74.0;80.0;45.0;72.0;44.0
2011/2012;8457;33913;59.0;59.5;12.0;63.0;56.0;53.0;31.0;44.0;52.0;34.0;64.0;79.5;11.0;39.0;53.0
2011/2012;8457;35574;60.5;61.0;10.0;71.0;53.0;45.5;65.0;46.0;49.0;58.0;63.0;66.0;15.0;19.0;53.0
2011/2012;8457;25166;62.5;62.5;62.0;35.0;63.0;68.0;59.0;71.0;62.0;73.0;64.0;60.0;62.0;68.0;54.0
2011/2012;8457;34471;62.0;64.0;11.0;61.0;59.0;38.0;72.0;64.0;33.0;71.0;63.0;64.0;55.0;12.0;62.0
2011/2012;8457;32931;57.0;60.0;43.0;58.0;64.0;62.0;54.0;72.0;53.0;74.0;51.0;60.0;42.0;54.0;58.0
2011/2012;8457;32503;61.0;61.0;26.0;57.0;63.0;57.0;55.0;82.0;47.0;90.0;63.0;76.0;43.0;49.0;56.0
2011/2012;8457;34239;61.0;61.0;19.0;66.0;63.0;54.0;60.0;53.0;58.0;64.0;64.5;76.0;18.0;46.0;60.0
2011/2012;8457;24260;60.0;60.0;35.0;46.0;73.0;61.0;59.0;72.0;47.0;74.0;79.0;73.0;37.0;62.0;48.0
2011/2012;8457;41592;61.5;62.0;63.0;68.5;57.0;60.5;64.0;60.0;63.0;61.0;64.0;63.0;59.0;67.0;10.0
2011/2012;9927;37780;67.5;75.0;13.0;15.0;32.0;13.0;58.0;48.5;35.0;75.0;52.0;74.0;13.0;29.0;13.0
2011/2012;9927;215780;49.0;55.0;31.0;46.0;59.0;47.0;72.0;68.0;54.0;63.0;57.0;45.0;47.0;47.0;51.0
2011/2012;9927;181227;68.5;77.5;34.0;67.0;68.5;65.5;67.0;71.0;74.5;64.0;84.0;75.0;57.5;63.0;63.5
2011/2012;9927;35502;68.0;68.0;12.0;65.0;65.0;53.0;74.0;74.5;53.0;84.0;85.0;77.0;32.0;14.0;65.0
2011/2012;9927;4939;61.5;62.0;15.0;61.0;45.0;41.0;67.0;55.0;14.0;63.0;70.0;79.0;43.0;17.0;53.5
2011/2012;9927;43246;65.5;65.5;17.0;69.0;54.0;49.0;32.0;53.0;53.0;74.5;62.0;72.5;23.0;18.0;60.5
2011/2012;9927;40137;69.0;77.0;56.0;31.0;63.0;66.0;93.0;71.0;56.0;71.0;83.0;66.0;64.0;43.0;17.0
2011/2012;9927;37294;66.0;66.0;39.0;59.0;70.0;63.5;70.0;72.0;62.0;92.0;72.0;79.0;54.0;36.0;59.5
2011/2012;9927;25975;68.0;73.0;44.0;62.0;72.5;68.0;71.0;71.0;63.5;89.0;82.0;76.0;57.0;58.0;63.5
2011/2012;9927;46015;69.0;73.0;59.0;49.0;72.5;69.0;71.0;71.0;61.0;71.0;91.0;59.0;66.5;70.0;49.5
2011/2012;9927;72464;71.0;81.0;71.0;68.0;74.0;74.0;83.0;81.0;72.0;73.0;85.0;70.0;69.0;76.0;32.0
2011/2012;9927;22969;70.5;71.0;73.5;82.0;64.0;64.0;61.0;52.5;79.5;61.5;77.0;92.0;73.5;82.0;11.0
2011/2012;9925;95336;72.0;81.0;16.0;12.0;29.0;19.0;40.0;44.0;35.0;52.0;46.0;59.5;13.0;21.0;11.0
2011/2012;9925;170593;70.0;81.0;47.5;56.0;68.5;66.0;82.0;71.0;68.0;70.0;80.0;72.0;61.5;46.5;69.0
2011/2012;9925;30425;70.0;70.0;14.0;74.0;56.0;51.0;53.0;33.0;62.0;50.0;58.5;90.0;16.0;41.5;66.0
2011/2012;9925;40570;71.5;76.0;28.0;72.5;71.5;52.5;70.5;30.0;77.0;52.0;72.0;81.0;49.0;43.0;69.5
2011/2012;9925;185566;71.5;83.0;67.5;46.0;70.0;72.5;82.5;85.0;71.0;72.0;75.0;60.5;68.5;69.0;22.0
2011/2012;9925;166676;68.0;79.0;44.5;70.0;71.0;67.5;70.5;63.0;73.5;67.5;78.0;82.0;44.5;53.0;63.5
2011/2012;9925;69114;69.5;78.0;66.0;64.0;65.0;71.0;79.0;78.0;69.0;85.0;72.5;71.0;66.0;65.0;20.0
2011/2012;9800;109786;59.0;70.0;15.0;64.0;53.0;46.0;64.0;59.0;34.0;42.0;54.0;68.5;12.0;12.0;59.0
2011/2012;8467;23081;63.5;63.5;22.0;61.0;64.5;55.0;62.5;59.0;36.0;72.0;62.5;80.0;43.0;53.0;63.0
2011/2012;8467;32957;61.0;67.0;23.0;32.0;67.0;63.0;73.0;70.0;42.0;71.0;73.0;64.0;44.0;27.0;61.0
2011/2012;8467;133997;65.5;66.0;69.5;75.0;54.0;62.5;64.0;51.0;71.5;64.0;73.0;81.0;69.0;78.0;34.0
2011/2012;10251;23772;61.0;61.5;15.0;24.0;26.0;14.0;24.0;44.0;22.0;52.0;40.0;60.0;8.0;21.0;14.0
2011/2012;10251;22994;64.0;71.0;63.0;61.0;71.0;66.0;60.0;66.0;66.0;56.0;69.5;71.0;57.0;51.0;55.0
2011/2012;10251;213183;60.0;70.0;52.0;33.0;64.0;56.0;70.0;78.0;66.0;79.0;71.0;69.0;56.0;63.0;58.0
2011/2012;10251;112123;61.0;69.5;12.0;63.0;54.0;41.0;66.0;63.0;41.0;72.0;80.0;70.0;31.5;32.0;57.5
2011/2012;10251;34206;60.5;61.0;28.0;64.0;61.5;45.0;53.0;56.0;46.0;64.0;75.0;83.0;22.0;43.0;45.0
2011/2012;10251;32871;63.0;63.5;11.0;65.0;67.0;57.0;58.0;61.0;58.0;56.0;66.0;72.0;44.0;57.0;56.0
2011/2012;10251;161937;62.0;72.0;59.0;69.0;67.0;62.0;76.0;61.0;63.0;64.0;76.0;72.0;57.0;66.0;47.0
2011/2012;10251;32730;63.5;68.0;54.0;65.0;62.5;66.0;71.0;72.0;57.0;72.0;72.0;63.0;64.0;62.0;54.0
2011/2012;10251;45592;61.5;70.0;41.0;68.0;68.0;59.0;74.0;64.0;65.0;56.0;75.0;74.0;47.0;46.0;52.0
2011/2012;10251;32624;64.5;64.5;56.5;46.0;61.0;65.0;90.0;89.0;58.0;74.0;76.0;63.0;62.0;68.0;23.0
2011/2012;10251;38608;64.0;64.0;65.0;68.0;54.0;55.0;81.0;56.0;61.0;72.0;61.0;81.0;64.0;59.0;17.0
2011/2012;10251;26559;70.0;70.0;70.0;80.0;61.0;67.0;76.0;64.0;75.0;63.0;73.0;88.0;72.0;78.0;27.0
2011/2012;9938;12318;66.5;70.5;12.0;12.0;24.0;13.0;28.0;39.0;11.0;63.5;34.0;44.5;11.0;12.0;14.0
2011/2012;9938;34426;61.0;67.0;44.5;56.0;65.5;57.5;70.0;71.5;59.0;59.0;80.0;56.0;59.0;61.0;55.0
2011/2012;9938;215551;63.0;79.0;39.0;36.0;66.0;72.0;73.0;72.0;65.0;70.0;68.0;60.0;59.0;54.0;59.0
2011/2012;9938;162548;65.0;78.0;39.0;66.5;62.0;41.5;67.0;62.0;70.5;85.0;76.0;67.5;49.0;44.0;62.5
2011/2012;9938;32458;64.5;71.0;11.0;71.0;52.0;54.0;66.0;32.0;66.5;49.0;68.0;84.5;11.0;26.0;58.0
2011/2012;9938;14039;69.5;75.0;35.0;63.0;63.0;66.0;80.0;76.0;71.0;73.0;80.0;71.5;52.0;45.0;67.0
2011/2012;9938;35463;65.0;72.0;42.0;52.0;66.0;68.0;78.0;90.0;60.0;83.0;90.0;64.0;58.5;55.0;55.0
2011/2012;9938;35972;64.0;67.0;58.0;62.0;68.5;63.0;75.5;63.0;60.5;65.0;80.0;73.5;43.0;16.0;55.5
2011/2012;9938;34447;65.5;68.5;58.5;62.0;69.5;67.0;74.5;74.0;74.0;84.0;79.0;73.0;57.0;47.0;57.5
2011/2012;9938;78901;70.0;79.0;73.5;76.0;54.0;75.0;91.0;82.0;73.0;94.0;82.0;56.0;71.0;76.5;18.0
2011/2012;9938;23512;70.0;70.0;73.5;82.5;64.0;57.0;61.0;43.0;81.0;53.0;71.0;92.0;74.0;78.0;50.0
2011/2012;9938;28110;71.5;79.0;63.5;46.0;67.0;76.5;88.0;91.0;71.5;83.0;60.0;70.0;67.0;71.0;32.0
2011/2012;9860;32711;68.0;74.0;61.0;64.0;67.0;59.0;75.0;72.0;62.0;85.0;84.0;77.0;53.0;75.0;63.0
2011/2012;9860;105526;63.5;65.0;53.0;61.0;63.5;62.0;63.0;62.0;62.0;64.5;72.0;83.0;48.0;62.0;62.0
2011/2012;9860;34945;72.0;72.0;69.0;63.0;73.0;70.0;82.0;70.0;73.0;81.0;71.0;70.0;73.0;71.0;58.0
2011/2012;9860;36611;66.0;69.0;62.5;63.0;63.0;65.0;64.0;66.0;66.0;70.0;73.0;73.0;64.5;69.0;50.0
2011/2012;9925;36034;69.0;69.0;49.0;64.0;67.0;70.0;84.0;71.5;78.0;55.0;87.0;76.0;58.0;58.0;67.0
2011/2012;9800;190851;58.0;71.5;50.5;52.0;62.0;56.0;68.0;61.5;57.5;62.5;62.0;55.0;48.0;45.0;40.0
2011/2012;8066;114068;60.0;66.0;14.0;54.0;54.0;55.0;64.0;60.0;31.0;64.0;65.0;72.0;44.0;23.0;58.0
2011/2012;8066;180274;62.0;73.0;14.0;53.0;58.0;61.0;73.0;76.0;34.0;73.0;77.0;63.0;18.0;47.0;60.0
2011/2012;8066;187189;61.0;74.0;50.0;41.0;69.0;56.0;67.0;79.0;51.0;68.0;65.5;54.0;52.0;39.0;62.0
2011/2012;8485;50051;63.0;64.5;25.0;25.0;22.0;25.0;59.0;48.0;25.0;81.0;51.0;72.0;25.0;25.0;25.0
2011/2012;8485;263673;50.0;57.0;45.0;40.0;58.0;58.0;62.0;76.0;51.0;53.0;58.0;48.0;42.0;44.0;46.0
2011/2012;8485;118897;62.0;72.0;53.0;69.0;66.0;63.0;73.0;73.0;68.0;72.0;81.0;62.0;38.0;64.0;57.0
2011/2012;8485;23187;62.5;62.5;26.0;66.0;59.5;54.0;52.0;54.0;34.0;49.5;66.0;68.0;19.0;56.0;59.0
2011/2012;8485;32419;63.0;66.0;11.0;68.5;54.0;39.0;59.0;54.0;41.0;64.0;72.5;75.5;19.0;37.0;59.5
2011/2012;8485;32430;66.5;71.0;12.0;67.0;61.0;62.0;87.0;73.5;48.0;79.0;80.0;67.0;18.0;28.0;63.0
2011/2012;8485;182193;64.0;79.0;49.0;52.0;68.0;63.0;72.0;84.5;62.0;90.0;72.0;55.0;62.0;68.0;44.0
2011/2012;8485;39330;65.5;65.5;48.0;65.0;68.5;50.0;57.0;64.0;63.5;51.0;74.0;84.0;44.0;55.5;66.0
2011/2012;8485;22952;62.0;68.0;46.0;67.0;72.0;61.0;72.0;71.5;54.0;72.0;74.0;76.0;52.0;36.0;63.0
2011/2012;8485;24114;63.5;70.0;63.0;53.0;64.0;63.5;67.0;69.0;73.0;84.0;74.0;68.0;61.0;66.0;59.0
2011/2012;8485;23740;68.0;71.5;72.5;77.0;45.0;56.5;50.0;55.5;77.0;69.0;73.5;74.5;75.5;78.0;26.0
2011/2012;8485;25600;62.5;62.5;67.0;72.0;56.0;44.0;51.0;66.5;65.0;60.0;68.0;76.0;64.0;62.0;19.0
2011/2012;8467;195585;61.0;68.0;61.0;50.0;51.0;53.0;76.0;55.0;66.0;33.0;53.0;78.0;66.0;45.0;37.0
2011/2012;8548;32496;75.5;77.0;18.0;12.0;35.0;13.0;42.0;51.0;22.0;73.0;52.0;74.5;12.0;22.0;12.0
2011/2012;8548;163228;68.0;79.0;59.0;55.0;71.0;68.0;72.0;71.0;54.0;87.0;75.0;71.5;54.0;66.0;58.0
2011/2012;8548;32616;71.0;74.0;38.0;76.0;71.0;67.0;84.5;57.0;76.0;56.0;83.0;82.5;48.0;83.0;67.0
2011/2012;8548;40855;71.5;71.5;42.0;78.0;61.0;53.0;48.0;41.0;61.0;44.0;59.0;80.5;31.0;57.0;67.0
2011/2012;8548;30904;73.5;73.5;39.0;77.0;64.0;55.0;53.0;60.0;52.0;82.0;52.5;81.0;41.0;43.0;70.5
2011/2012;8548;32583;73.5;80.0;43.0;68.0;67.0;62.0;87.0;63.0;24.0;86.0;90.0;81.0;58.0;54.0;72.0
2011/2012;8548;24845;68.5;68.5;64.0;77.0;68.0;65.0;65.5;44.0;76.5;64.0;64.0;90.0;41.0;67.0;59.5
2011/2012;8548;70360;66.5;70.5;61.0;71.0;69.0;66.0;77.0;71.0;69.0;88.0;79.0;70.5;62.0;68.0;58.5
2011/2012;8548;23792;75.0;76.0;63.0;52.0;78.5;77.0;80.0;84.5;75.5;78.5;91.5;72.0;66.0;58.0;68.0
2011/2012;8548;32705;75.5;80.0;77.5;72.0;71.5;76.5;85.5;72.0;76.0;86.5;86.0;74.0;79.0;78.0;15.0
2011/2012;8548;39669;71.5;71.5;11.0;71.0;71.0;64.0;71.0;54.5;53.0;63.0;71.5;75.5;26.0;36.0;69.0
2011/2012;8548;36783;71.5;73.5;72.5;77.0;58.0;67.0;76.0;58.0;72.5;52.0;75.0;74.0;70.5;74.0;18.0
2011/2012;8457;40624;61.0;64.0;42.0;64.0;61.0;41.0;72.0;64.0;69.0;73.0;63.0;65.0;23.0;40.0;59.0
2011/2012;8457;23755;63.0;65.0;52.0;32.0;58.0;66.0;80.0;69.0;64.0;90.0;80.0;59.0;62.5;58.0;25.0
2011/2012;8457;24575;66.0;66.0;68.0;68.0;64.0;67.0;61.0;71.0;67.0;75.0;73.0;74.0;68.0;76.0;11.0
2011/2012;8597;7334;61.0;66.0;11.0;9.0;11.0;10.0;59.0;22.0;25.0;77.0;48.0;58.5;11.0;12.0;10.0
2011/2012;8597;47340;65.0;72.0;21.0;73.0;58.0;52.0;54.0;47.0;57.0;61.0;62.0;70.0;21.0;34.0;61.0
2011/2012;8597;38979;61.0;62.0;42.0;63.0;63.0;57.0;70.0;58.0;71.0;66.0;76.0;74.0;43.0;63.0;51.0
2011/2012;8597;39107;65.5;66.5;64.5;38.0;65.0;67.0;71.0;85.0;62.0;65.0;69.0;33.0;54.0;51.0;56.0
2011/2012;8597;23415;65.0;65.0;66.0;62.0;32.0;59.5;74.0;78.0;72.5;76.0;73.0;73.0;68.0;68.0;12.0
2011/2012;10251;181262;64.0;74.0;42.0;66.0;64.0;67.0;75.0;62.0;58.0;69.5;72.0;65.0;41.0;59.0;57.0
2011/2012;10251;175806;63.0;71.0;52.0;49.0;57.0;69.0;77.0;82.0;45.0;72.0;51.0;61.0;45.0;59.0;22.0
2011/2012;10251;74814;68.5;77.0;71.0;67.0;66.0;66.0;78.5;76.0;72.0;59.0;67.0;57.0;62.0;72.0;13.0
2011/2012;8548;8922;76.0;81.0;78.0;77.0;59.0;73.0;79.0;43.0;75.0;58.0;80.0;84.0;80.0;80.0;10.0
2011/2012;10251;183414;54.0;65.0;16.0;45.0;51.0;21.0;54.0;30.0;47.0;42.0;64.0;76.0;52.0;37.0;53.0
2011/2012;10251;32630;61.0;67.0;11.0;63.0;64.0;65.0;62.0;78.0;32.0;72.0;71.0;56.0;34.0;46.0;67.0
2011/2012;9938;29198;64.0;72.0;38.0;63.5;64.0;62.0;67.0;59.0;63.5;61.0;71.0;71.0;16.0;33.0;63.0
2011/2012;9938;172186;59.0;62.0;52.0;50.0;52.0;68.0;77.0;70.0;52.0;71.0;67.0;50.0;35.0;43.0;14.0
2011/2012;9938;105327;63.0;71.0;63.0;58.0;53.0;62.0;77.0;66.0;62.0;64.0;59.0;61.0;66.0;69.0;27.0
2011/2012;9927;156019;64.0;70.0;16.0;63.0;67.0;59.0;75.0;53.0;53.0;42.0;53.0;80.0;22.0;12.0;63.0
2011/2012;9800;166963;63.5;72.0;54.0;68.0;66.0;65.0;64.0;61.0;74.5;61.0;67.0;66.0;61.0;41.0;53.0
2011/2012;8457;8925;52.0;64.0;39.0;52.0;61.0;53.0;52.0;57.0;52.0;56.0;62.0;59.0;44.0;58.0;44.0
2011/2012;8457;470412;55.0;67.0;44.0;67.0;59.0;57.0;58.0;63.0;40.0;56.0;25.0;45.0;57.0;62.0;27.0
2011/2012;8457;17606;61.0;64.0;63.0;69.0;46.0;57.0;75.0;77.0;69.0;72.0;59.0;66.0;50.0;71.0;13.0
2011/2012;8066;275936;55.0;68.0;22.0;56.0;31.0;41.0;72.0;43.0;33.0;83.0;71.0;66.0;28.0;37.0;54.0
2011/2012;9925;79160;68.0;78.0;14.0;71.0;63.0;52.0;62.5;43.0;43.0;52.0;69.5;84.0;19.0;14.0;66.0
2011/2012;9925;25643;66.5;72.0;64.5;73.0;67.0;68.0;72.0;40.5;69.5;54.0;74.0;77.5;67.0;73.0;17.0
2011/2012;9938;243160;66.0;72.0;59.5;46.0;66.0;76.0;80.5;82.0;71.0;81.0;59.5;65.0;56.5;54.0;23.0
2011/2012;8485;33948;62.0;64.0;15.0;12.0;32.0;11.0;39.0;50.5;22.0;49.0;45.0;67.0;15.0;20.0;16.0
2011/2012;8485;32415;64.0;64.0;54.0;52.0;64.0;61.5;73.5;72.5;62.5;72.0;71.5;72.0;63.0;66.0;53.0
2011/2012;9927;23182;61.0;61.0;50.0;49.0;57.0;62.0;85.0;81.0;54.0;52.0;56.0;51.0;65.0;40.0;27.0
2011/2012;8597;71360;58.0;66.0;43.0;48.0;52.0;55.0;73.0;72.0;66.0;76.0;60.0;57.0;57.0;33.0;44.0
2011/2012;8597;32696;62.0;62.0;10.0;61.0;61.0;38.0;51.0;73.0;12.0;91.0;72.0;71.0;43.0;33.5;57.0
2011/2012;9800;179236;64.0;66.0;39.0;64.0;62.0;51.0;70.0;60.0;65.0;70.0;65.0;75.0;40.0;42.0;62.0
2011/2012;8485;180137;61.5;70.0;60.5;73.5;45.0;57.0;80.0;43.0;62.0;62.0;62.0;77.5;59.0;69.5;21.0
2011/2012;8066;32622;61.5;65.0;10.0;69.5;48.0;46.0;64.0;52.0;42.0;58.0;63.0;71.0;11.0;22.0;54.0
2011/2012;8548;32964;67.0;67.0;11.0;71.0;63.0;59.0;68.5;38.0;54.0;56.0;75.0;79.5;24.0;47.0;67.0
2011/2012;8548;94332;57.0;64.5;26.0;61.5;42.0;38.5;62.0;35.0;34.0;66.0;64.5;67.0;39.0;37.0;53.5
2011/2012;8548;23839;69.0;74.0;61.0;41.0;67.0;75.0;82.0;81.0;61.0;56.0;71.0;46.0;66.0;73.0;34.0
2011/2012;9938;32563;61.0;61.0;22.0;65.0;63.0;54.0;57.0;58.0;46.0;62.0;53.0;67.0;33.0;47.0;58.0
2011/2012;8467;49562;61.5;68.0;64.5;48.0;53.5;59.0;72.5;71.0;67.0;72.5;70.0;74.5;62.5;71.0;14.0
2011/2012;8485;24701;62.5;67.0;11.0;66.0;54.0;27.0;71.0;59.5;41.0;77.0;72.0;81.5;24.0;27.0;57.5
2011/2012;10251;186497;58.0;61.0;32.0;49.0;55.0;52.0;65.0;70.0;31.0;49.0;52.0;55.0;51.0;38.0;59.0
2011/2012;10251;239920;55.5;65.0;33.0;63.0;59.0;48.0;56.5;70.0;49.0;81.0;65.0;63.0;30.5;38.0;53.5
2011/2012;10251;32732;63.0;66.0;59.0;74.0;47.0;25.0;60.0;49.0;42.0;82.0;53.0;76.0;23.0;36.0;52.0
2011/2012;10251;145063;67.0;63.0;43.0;44.0;73.0;66.0;66.0;75.0;55.0;76.0;74.0;69.0;47.0;48.0;48.0
2011/2012;8457;32955;65.0;65.0;62.0;73.0;67.0;63.0;51.0;58.0;72.0;92.0;63.0;73.0;61.0;69.0;50.0
2011/2012;8066;212389;56.0;68.0;15.0;64.0;42.0;21.0;55.0;61.0;51.0;52.0;41.0;68.0;23.0;30.0;57.0
2011/2012;8066;177760;62.0;65.0;63.0;57.0;57.0;62.0;71.0;84.0;52.0;72.0;69.0;33.0;70.0;61.0;36.0
2011/2012;9800;17343;59.0;67.0;16.0;65.5;61.0;55.5;59.0;57.0;23.0;72.0;72.0;65.0;43.0;14.0;58.0
2011/2012;9860;127134;60.0;63.0;62.0;35.0;54.0;63.0;81.0;81.0;59.0;74.0;59.0;70.0;62.0;41.0;14.0
2011/2012;8597;244959;54.0;57.0;24.0;56.0;36.0;22.0;56.0;48.0;40.0;51.0;56.0;66.5;30.0;42.0;53.0
2011/2012;8597;23507;64.0;64.0;17.0;70.0;28.0;38.0;33.0;49.0;26.0;72.5;68.0;89.0;41.0;35.0;63.0
2011/2012;8597;198372;60.0;69.0;33.0;52.0;58.0;62.0;70.0;71.0;22.0;52.0;66.0;56.0;44.0;33.0;59.0
2011/2012;8548;165704;68.5;79.0;23.0;72.0;52.0;23.0;72.0;45.0;35.0;51.0;82.0;84.0;24.0;38.0;66.5
2011/2012;8548;171803;69.0;79.0;34.0;38.0;67.0;72.0;91.0;77.0;28.0;72.0;62.5;69.0;53.0;66.0;48.0
2011/2012;9938;25131;68.5;69.0;26.0;72.0;66.0;55.0;74.0;54.5;56.0;57.0;81.0;79.5;28.0;42.0;63.5
2011/2012;9938;237563;62.5;72.0;46.0;61.5;68.5;65.0;75.0;62.0;56.0;60.5;66.5;62.5;57.0;31.0;51.0
2011/2012;10251;32410;62.0;62.0;35.0;63.0;61.0;54.0;70.0;59.0;57.0;70.0;79.0;60.0;56.0;53.0;61.0
